title,label,record,style,release_date,comments,rating,description,URL
Beau Wanzer - Issue No. Twenty,Jealous God,JG020RED,"Industrial, EBM",November 2017,2,4.1,"Beau Wanzer has been criticised for releasing tracks that sound unfinished. He's often deemed a descendent of the L.I.E.S. school of hard knocks, but while Ron Morelli's label introduced him to a new audience, he should be considered a free agent. Where his contemporaries look to '80s DIY misfits for inspiration, Wanzer inhabitants the legacy like it's his own skin. It can be hard for newcomers to discern the differences between one scuzzy jam and another, but Wanzer's music has unique substance.
 Refining and sanitising aren't priorities for Wanzer. This isn't music made with a context or listener in mind, which gives Issue No. Twenty a transitory allure. Like bird watching, you might spend a lot of time staring into the trees, but that flash of colour makes the wait worthwhile.
 Wanzer's fluency with machines shows that he's a keen observer of the music that's shaped him. The combination of queasy phasing and pre-delayed reverb on ""Speaker Sisters"" turns a dry drum machine into a churning portal. (It sounds great on 45 RPM, too.) ""In One Ear"" is one of the best tracks he's made. There's just a drum machine, a synth and some effects, but the vibe is twisted, the groove kicking like a toxic goth in knee-high boots. ""He Pushes Meals"" also has the funk, hitting a paranoid sweet spot between post-punk, electro and cold wave. ""Shitty Cough 17"" feels like choking on a truckload of phlegm. Considering Wanzer apparently makes a track a day, it's anyone's guess how many more gems are in his archive.",https://www.residentadvisor.net/reviews/21886
"Neil Landstrumm - A Death, A Mexican And A Mormon",Central Processing Unit,00110101,"Techno, Bleep",November 2017,Post a comment,3.6,"With its black and white binary code artwork and music that lives on the border of electro and classic IDM, the Sheffield label Central Processing Unit can appear awfully serious. But it's not allergic to fun. This EP from Neil Landstrumm, replete with an oddball title, is an example of CPU's lighter side. The EP is unabashedly retro, highlighting CPU's connection to Sheffield bleep techno, a lineage label founder Chris Smith hinted at earlier this year with painstaking reconstructions of two sought-after bleep tracks.
 On  A Death, A Mexican And A Mormon, Landstrumm uses B-boy samples, zig-zagging basslines and bleepy melodies. His knack for intense detail never feels too fussy. ""Chrome And Ferric"" is so topsy-turvy that it feels random, but there's still care in the wiggling textures. ""Tomorrow People,"" an update on a tune Landstrumm released under the name Navario Sauro in 1996, is so packed with ideas that it could be referencing five eras of dance music. The other two tunes, ""Sahara"" and ""The Chemical Con,"" are less imaginative bleep-inspired exercises. Even so, Landstrumm is a welcome presence on CPU.",https://www.residentadvisor.net/reviews/21835
Low End Activist - Park End feat. Trim,Bobby Donny,BODO007,"UK Garage, Bass",November 2017,4,3.8,"2017 has been a busy year for Frits Wentink and his Bobby Donny label, which has hosted releases from Scissorwork, Felix Leifur from Dirt Crew, plus batches of Wentink's own lo-fi hip-hop edits. The seventh EP in the ""wrong house"" series sidesteps into UK garage through anonymous newcomer Low End Activist and Australia's Cassius Select, whose screwy drums are some of the most distinctive around. The tracks are capped off by lyrics from the former Roll Deep member Trim.  Trim is as cocky, witty and embittered as ever. His razored delivery is whetted by Low End Activist's sharp hi-hats and crisp drums in the original 2-step version of ""Park End."" He sounds even tougher on Cassius Select's lurching, bass-heavy remix, showcasing a threatening side never before seen on Bobby Donny—it's good. Frits Wentink lightens the mood with his signature twiddly piano chords, but trap hi-hats and heavy kicks give his rework a mean streak beneath its sunny demeanour. This might be the best Bobby Donny record yet.",https://www.residentadvisor.net/reviews/21795
Dario Zenker‎ - Trivin Fields,Ilian Tape,IT035,Techno,October 2017,7,3.8,"Two years is a long time in techno. But that doesn't seem to faze Dario Zenker, who runs the Ilian Tape label with his brother Marco. The pair's attention to rhythm and colour has set them apart in an often stern scene, traits that are evident in Dario's new EP, Trivin Fields. The drum-free ""Trivin"" opens the EP with hazy atmospherics and a foreboding bassline that trickles underneath, but it's just an appetiser to ""Koraimer Bro""'s punchy kicks, shuffling percussion and filtered euphoric hooks. As it creeps towards the end after four minutes, you can't help but wish it was longer.
 ""To Feel Sweet"" is the EP's standout. A murky intro bubbles then suddenly shifts into gear with stuttering hi-hats that bring it to life. That spirit doesn't cease in the breakdown as murkiness takes charge like a storm that's been brewing in the background. A kick shuffles, as if to call your attention, before those hi-hats launch into action one more time. ""Der Schlern,"" which features the Ilian Tape artist Philipp Von Bergmann, is a functional electro-tinged number. Warm pads whirr in the background as the bassline moves things along, but by the end you're not that far from when you started. Zenker's productions hit their stride when the focus is on rhythm—it's his trademark, after all.",https://www.residentadvisor.net/reviews/21837
Conga Square - Secada Mondatta,Palto Flats,PFF01,"Experimental, Downtempo",November 2017,3,4.0,"Palto Flats might be best known for its reissues of Japanese artists like Midori Takada and Mariah, but it's no slouch when it comes to new material. Like those records, Conga Square's Secada Mondatta feels both futuristic and out of time, intelligent yet primitive. It combines electronics, a minimalist and dubby mentality, exuberant solos and a hint of the avant-garde, a recipe that gestures towards the time- and space-collapsing tendencies of the Fourth World. It also inaugurates a new Palto Flats sub-label, PFF, promising ""contemporary electronic/experimental/dance releases.""
 A key trait of the record is the contrast between synthetic and acoustic sounds, like how hand percussion is subtly layered on top of the rhythmic synth line in ""Fifth Season."" The electronic rhythms are pleasingly twisted and funky, teeming with the subtle quirks of an organic system. Unexpectedly, the track steadily becomes joyful as a synth toys with pitch-bent melodic lines and gurgling modulations.
 Similar juxtapositions also drive ""Raiders."" A flute trills suggestively but no one else wants to play—the spacious arrangement is stark, which isolates the frisky flute. The group toys with near-silence and the subs are surprisingly weighty considering the loose atmosphere. ""Raiders"" doesn't have ""Fifth Season""'s weirdo funk, but its restraint makes for a solemn listen. While ""Raiders""' flute and the lead lines from ""Fifth Season"" are essential to the overall character of Conga Square, it's hard to ignore how strong the moodier elements are in isolation.
 Prayers for a more stripped arrangement are answered on the title track. There's steam and moisture in the mix, and the groove, like ""Fifth Season,"" moves in a slo-mo chug in the Salon Des Amateurs vein, producing an earthen quality. The sensation is enhanced by wooden-sounding pitched percussion, which pans above bulbous subs. With these rhythmic and textural chops, Secada Mondatta is a great start for Conga Square and PFF.",https://www.residentadvisor.net/reviews/21887
Achterbahn D'Amour - Acid Test 13,Acid Test,ASD030,"Acid, Electro, Techno",November 2017,3,4.0,"The German duo Achterbahn D'Amour have always been smart interpreters of the Acid Test brief, taking the mellow new school 303 sound in a range of directions: more techno, more dreamy, more abstract. They've rarely ventured as far as they do on Acid Test 13, their first record in a couple of years. It leaves the house underpinnings of their gentler tracks behind, entering a twilit space where Tin Man-style melancholia gives way to something much stranger. They bring some production tricks with them. If you thought there was nothing left to be discovered in the classic Roland sound palette, check ""Balustrade""'s acid line, a string of weird subterranean burbles and bleeps filtering slowly in and out of focus.
 That track is punishingly slow, but its droning pads glimmer with optimism. ""Dehaveland"" picks up the pace but extinguishes the last wisps of light. What's left is deft greyscale techno, embellished with smears of sour melody. The Dutch electro avant-gardist VC-118A is right at home here—his remix streamlines its loping groove into pinpoint-precise 4/4, and fills its bleak spaces with mirage-like sci-fi soundscaping. We're some distance from Recondite at this point, but the dreamy electro of ""Don't Talk To Me"" makes a partial U-turn, its 303 line turning perkier twirls over cotton wool melodics. It feels like the duo have earned this sentimental moment.",https://www.residentadvisor.net/reviews/21813
Patrick Topping ‎- Be Sharp Say Nowt,Hot Creations,HOTC104,House,November 2017,28,4.0,"In the world of big-room dance music, you could do worse than look to '90s house for inspiration. ""Be Sharp Say Nowt,"" the monster A-side from Patrick Topping's latest single, blends gospel wails with crowd noises, a fat kick drum and an earworm synth, which combine for one of the biggest bombs of 2017. Topping's ear for classic sounds is well established—he's made music with Green Velvet—but it's never yielded better results than ""Be Sharp Say Nowt.""
 The track's bassline does most of the work, driving the groove during the periods without a kick drum. The energy builds throughout these breakdowns, the intensity of the simple synth riff rising as track progresses. We don't get a clap until three minutes in, so when it finally appears—crisp and precise—it snaps the groove into place. The groove stays steady for the rest of the track, rolling underneath choral vocals and diva wails that slice through the bassline. Don't let the big-room tag fool you—like Floorplan's gospel bangers, this is considered dance music that still hits hard.
 The B-side, ""Track Change,"" is subtler but also well assembled. Vaguely tropical with pumping sub-bass and oddball synths, it's the kind of track Joe, the Hessle Audio producer known for wacky house beats, would make after a night sweating on the Circoloco dance floor. The brain-scrambling breakdown is the sort of thing you'd hear in a Ricardo Villalobos set, and the best moment on an EP that brings much-needed character to the main stage.",https://www.residentadvisor.net/reviews/21895
mobilegirl - Poise,Staycore,CORE008,"Experimental, Club",November 2017,1,3.5,"The Stockholm-based Staycore crew have established a brand of experimental club music that feels both in keeping with and divergent from the scene around them. Its producers use bright melodies and clear tones, as shown on their lovely Erelitha compilation from last year. The Berlin-based mobilegirl, AKA Bao-Tran Tran, is one of the crew's standout names. She's made a name for herself with tracks for assorted compilations and lighthearted DJ sets. Poise is her first official release, an EP of lilting strings, elegant arrangements and placid drums. It's the most coherent expression of Staycore's sound yet.  The best tracks feel like shiny showrooms for Tran's textures. Synths puff like fragrant bursts of air on ""Yellow,"" while the drums that nudge ""Lone Ripple"" are so well sculpted that they feel more like decorations than rhythm. Tran programs her tracks daintily, with a methodical style that recalls early Nguzunguzu. Tracks like ""Forest Coloss"" and ""Ceremonial Song"" are beautiful and subdued, yet sharp as a tack. The only downside to Tran's style is that when she sticks to the basics, the tracks can blur together. The two tunes that stray from the script—""Scalene,"" with its eerie bird song, and ""Forever,"" with rapid-fire trap percussion—shows the potential of her gracefully off-kilter perspective.",https://www.residentadvisor.net/reviews/21812
Daniel Ruane & smog - DualExercise_l,oqko,oqko_008,"Techno, Club, Experimental",November 2017,1,4.1,"Disruption in electronic music has taken many forms. The term appeared this month in Michelle Lhooq's feature about the implications of the CDJ. She suggested that CDJs, which allow you to instantly skip anywhere in a track's timeline, have led to a DJ method that's built more on stuttering than seamless continuity.
 There's been a parallel trend in the music itself, driven by artists whose tracks start and stops abruptly. Daniel Ruane and smog squeeze exciting music out of this method on their new split EP, DualExercise_l, which unifies jaw-dropping sound design with impossible rhythms and a generous amount of bass pressure. Disruption is nothing new for electronic music—just look at '90s IDM or breakcore (DJ /rupture even named himself after this aesthetic). But this new wave of producers is distinguished by a taste for high-fidelity textures, an approach that treats sound like sculpture.  Daniel Ruane's track, ""Dissident,"" feels especially cinematic, with drastic shifts in tone that suggest a kind of freeform narrative. The smog remix evens out the irregularities, preserving the cybernetic sound palette while imposing a militant order on the drums. ""Seethe,"" by smog, has the most dance floor potential, with a barrage of overdriven kick drums and a wall of screaming textures. Daniel Ruane puts the track into an algorithmic blender on his remix, and what emerges is a mind-bending lattice of difficult rhythms. The most remarkable thing about this release is the ease with which these young producers navigate two disparate skill sets: impressive, three-dimensional sound design and a genuine sense of musicality.",https://www.residentadvisor.net/reviews/21809
Buttechno - Super Siziy King,The Trilogy Tapes,TTT063,"Techno, Experimental",November 2017,8,3.9,"Like many experimental musicians, Pavel Milyakov has broad tastes. As he once told INRUSSIA, he listens to ""Japanese noise, 1980s computer music, musique concrète and spoken word poetry."" It's not uncommon to hear dance music artists talk admiringly of esoteric genres, but the curiosity for the avant-garde is often not reflected in what they make. As Buttechno, Milyakov is a notable exception.
 Whatever the styles on Super Siziy King, Milyakov's eccentric touch is usually clear. It's most obviously expressed on the title track, where two surreal vocals—a baritone and a timid whine, like two drunks at last orders—whimper, slur and shout in Russian over a cheeky guitar-picked loop. ""Metallo,"" another strange club track, is a web of scrapyard one-shots with a 4/4 spine. Other tracks resemble the UK club reductions we've seen lately from artists like Bruce and Parris. ""S Dub"" uses delays to stretch guitar strings and knocking sounds over kicks and congas. There's even less to ""K4,"" a skinny shell of syncopations made from instruments you'd find in a kitchen drawer. As DJ tools and rhythm experiments they're compelling, but maybe a little too bare to love.
 Psychedelic splashes of colour make for Super Siziy King's wooziest passages. On the EP's longest track, ""Poleva,"" pop radio clips spin in a carousel of electronic keys and bright glissando. There's an affectionate warmth, too, in ""Mr Heroin""'s reverb-glazed folk guitar and spoken word, but it turns out to be illusory. Scrapes of violin grind the track's narcotic glide to a halt.",https://www.residentadvisor.net/reviews/21824
Arapu - Wasted Ego,Understand,U007,"Minimal, House, Techno",October 2017,1,3.6,"While professional DJs tend to keep their video gaming habits off social media, I know a few spend their weeknights playing Battlefield and NBA 2K. The unlikely source of the female vocal on ""Wasted,"" the B-side of Arapu's latest single, is an elf on 2003's Warcraft III, one of the world's best-selling PC games. Considering Arapu was in high school when it came out, I'm not sure how often he still plays. But it's easy to hear why this particular vocal caught his attention, climaxing with a statement I'd wager he's heard throughout his career: ""I'm soooo wasted.""
 ""Wasted"" has been a hit on Romanian dance floors for more than a year, so its power is established. The music is simple enough, with a buzzing bassline, a squelchy clap and a hive of synth snippets that squiggle and fizz. As always with top minimal tracks, the breakdowns always seem to end at a perfect moment, notching up with energy each time the blunt kick returns. The vocal—ethereal and weird—does the rest of the work. The other track, ""Virgo Ego,"" is the closest Arapu gets to techno. This time a hyperactive bassline does most of the damage, while another vocal—seemingly male and just as strange—adds colour. Never cheesy and always powerful, the subtle breakdowns are once again sublime.",https://www.residentadvisor.net/reviews/21885
Goiz - Big Ol' Goiz,Red Ember Records,RERV004,Deep House,November 2017,2,3.6,"For a man who just brought back a decades-old house label, Ewan Jansen, the founder of Red Ember Records, seems impressively un-nostalgic. Around the turn of the millennium, he released a batch of deep house records by himself and Justin Zerbst that have since become holy grails, fetching north of €100 a piece on Discogs until he reissued them this year on Embers Only: Selected tracks 1997 - 1999. And yet, aside from that collection, Red Embers 2.0 has been firmly focused on the future. Following an EP of new music from Jansen, it presented four hitherto unheard producers on Deepsounds Two, a mini-compilation from earlier this year. This month, it released the first EP from another promising new artist, Florida's Goiz.  Red Ember always had clear sources of mystique. It's based in a remote corner of the globe (Perth, Australia) with an original catalog that was preposterously rare, pressed on lathe-cut vinyl in runs of as few as 30 units. But the reason it became a cult favorite is, of course, its sound: a blend of mellow moods and kinetic rhythms that nails the sweet spot so much deep house aims for. Like Deepsounds Two, Big Ol' Goiz is a bit more timid than the classic Red Ember records, but its best moments live up to this lofty standard. ""Tortilla Flat"" and ""Sifting"" pair low-key beats with glowing organs and goofy spoken word bits—a bit vanilla maybe, but undeniably smooth. The other two tracks are where Goiz really shines. ""3MV"" is a soaring cut of electro that maintains the record's daydreamy vibe, even at 132 BPM. ""Fornix"" combines the best elements of the other tracks, with plump bass tones, crafty drops and syncopated drums that keep you bouncing till the end.",https://www.residentadvisor.net/reviews/21704
Overmono - Arla III,XL Recordings,XL887T,"Techno, Ambient",December 2017,4,3.7,"Overmono has taken a bit of getting used to. Working solo, both Russell brothers can make awesomely characterful, standalone club moments like, say, ""Hackney Parrot"" or ""Kymin Lea."" Their Overmono tracks, by comparison, are level, atmospheric and sometimes sketch-length. They work best in sum rather than individually, which might be why the project's releases have been grouped into a trilogy. Arla II had the puzzle's key pieces (it would be great to hear the duo experiment more with those odd time signatures). The trilogy's final instalment fills the remaining gaps.
 As with the previous EPs, the obvious standout is a rolling techno epic with spuming trance leads. ""Phase Magenta"" isn't the best in the style, but it's a satisfying slice of big-room shock and awe. Elsewhere the duo home in further on Overmono's trademark mood: cresting euphoria expressed via gauzy '90s signifiers. It's exquisite in ""Inulin,"" where junglist breakbeats stutter and whirr through a teary mist of chords. Almost as good is ""Harp Open,"" a two minute hands-in-the-air breakdown without a drop. Only ""Pom"" is a bit lacklustre, slowing the Overmono chug to 90 BPM and turning the mood inwards. Giddy highs are what Overmono do best.",https://www.residentadvisor.net/reviews/21808
The Bug - Bad / Get Out The Way,Ninja Tune,ZEN12477,"Grime, Bass",November 2017,1,3.6,"It's been ten years since Flowdan, Killa P and The Bug made grimy dancehall history. Originally released on Hyperdub in 2007, ""Skeng"" slayed soundsystems back then, and it still does today. Bad / Get Out The Way is no ""Skeng,"" but it comes close. It follows up last year's collaboration with D Double E and Riko Dan with even more dread, but it doesn't quite live up to the oddball ""Box"" or the catchy ""Iceman.""
 There's a loaded minimalism to Flowdan's flow. Along with his distinctive patois, it resonates with The Bug's sparse, swaggering productions. ""Bad"" isn't their finest collaboration, though. If anything it's too bare-boned from The Bug and not as forceful from Flowdan (compared with, say, ""Dirty"" from Angels & Devils). ""Get Out The Way"" has more fight to it, featuring Killa P and Irah spitting bullets over a chest-baring instrumental that's strewn with shrapnel. It's one of the best war dubs you'll hear all year.",https://www.residentadvisor.net/reviews/21798
Vatican Shadow / Ancient Methods - Bunkerterror,Hospital Productions,HOS486,"Techno, Industrial",October 2017,3,3.6,"When Dominick Fernow's Vatican Shadow project experiments with techno, its signature horizontal sweep gets crushed into a ball. Fernow excels at telling a story with open spaces, deteriorating textures, allusive samples and controlled tension. That's all there on ""Monotheism And Zarqa,"" but it's linked to techno's tight-cycling circles, which condense and blur the narrative into something more visceral. It trades subtlety for bulk, but the clang of metal and half-heard background details make this more suggestive than your average techno fare. Although his work loses some profundity and originality in this mode, it's instantly recognisable in the context of a techno DJ set.  If Fernow's side feels like choking on plumes of toxic smoke, Ancient Methods' side evokes a forced march. But as always, the pump-action stomp of his rhythms are deceptively funky. Each downbeat in ""Immured In Supreme Beliefs"" is like a boot in the face, but it lunges the dance forward with each repetition. It's oppressive but deliriously fun, so extravagant that it's invigorating.",https://www.residentadvisor.net/reviews/21686
DJ Lycox - Sonhos & Pesadelos,Principe,P020,Kuduro,November 2017,5,3.7,"As pretty much the only label documenting Lisbon's increasingly important batida and post-kuduro scene, Príncipe's release schedule is the easiest way to stay updated with its development. DJ Lycox isn't exactly a newcomer—you may have seen him DJ at various Príncipe parties internationally over the past couple of years—but Sonhos & Pesadelos is his solo debut. While it's full of enthusiasm for the dance floor—its ten tracks are rhythm compositions of some sort—the range is broader than you might expect.
 Anyone looking for the syncopated rhythms, lazer synths and militant attitude of kuduro should go straight to ""La Java."" (Surely it's no coincidence that there's a Paris nightclub of the same name.) ""Nichako,"" the other standout, underlines Lycox's similarities with gqom, the South African style of house. There's an almost Balearic swing to ""Domingo Abençoado,"" while ""Sky""'s 4/4 and melody of strings could be disco house, until a jumble of extra percussion tumbles in. Angolan genres like kizomba and tarraxinha no doubt inform Lycox's approach. His ear for odd melodies suits his bright palette, which maintains pop intrigue while remaining unconventional, intriguing and occasionally confusing.",https://www.residentadvisor.net/reviews/21785
Terence Fixmer - Dance Of The Comets,novamute,12NOMU180,Techno,November 2017,Post a comment,4.0,"NovaMute was key during techno's early days, releasing landmark records from the likes of Plastikman, Speedy J and Luke Slater. Returning after nearly a decade earlier this year, it's back with an EP from Terence Fixmer, who's currently in the throes of a renaissance. Besides keeping the EBM flame burning with Nitzer Ebb's Douglas McCarthy, Fixmer's hypnotic techno and trademark sound design has found a home at Ostgut Ton. His second EP for the label landed this summer, another quintessential Berghain record. Dance Of The Comets  is another space-themed techno record, but it's approached in true Fixmer form.
 The title track is for the dance floor. With tough kicks and swirling synth lines, it's turbulent and high-energy—classic Fixmer. The rest of the EP is more adventurous. ""Orion"" is physical, with a relentless buzzing loop that feels like it's drilling into you. Elsewhere sounds are slowly modulated into droopy dips and squelchy peaks, throwing chaos into the regimented rhythms. ""The Silence"" is the most abstract track, where air escapes from vents and whooshing noises gesture towards some kind of lost in space scenario, made all the more dramatic by alarm bells and tense atmospherics.",https://www.residentadvisor.net/reviews/21797
Pinch - Brain Scan,Aquatic Lab,LAB018,Dubstep,November 2017,2,3.6,"Clever sound design is one of Rob Ellis's many fortes. A balanced application of dread is another, because too much can turn a dubstep tune into a caricature. Space might be the most important ingredient of all, and Pinch's best tracks are cavernous and uncluttered. There's something effortlessly introspective about them as well—you're coaxed inwards, not pulled in by force. Brain Scan puts all of Ellis's trademarks to use.
 ""Abducted"" is the most dread-filled track of the three. It's classic murky dubstep, with rolling sub-bass, cold synths and foggy mists. Samples and pressurised sonic treatments add a narrative layer to this heavy-lidded creeper. An electrified bassline runs through ""Brain Scan,"" which is poked and prodded into action by vibrating details at either end. ""Street Light"" aches with bass and shimmers with iridescence. Pinch's purist sound has become more refined and intoxicating with age.",https://www.residentadvisor.net/reviews/21796
LSD - Process,Ostgut Ton,OTON109,Techno,November 2017,2,3.6,"Luke Slater, Steve Bicknell and Dave Sumner (AKA Function) came up with the idea of collaborating during a release party for the latter's Berghain 07 mix. The LSD project was originally planned as a one-off performance at Berghain, but it went so well that they decided to take their approach—where each member tweaks a different element of the track—to wax. Process, one of Ostgut Ton's toughest records, is their first release.
 ""Process 1"" packs so much energy into five minutes that it feels like it might explode at any minute. It's the best example of the group's hands-on approach, with boisterous synths that rise and recede around the pounding kick drum. Luke Slater's influence dominates ""Process 2,"" which is exuberant in a different way. His instantly recognizable FM synths feel like a vice grip around your head, an inversion of the outward thrust of ""Process 1."" The third track is a more restrained 11-minute jam. Only the spaced-out breakdown makes an impression, but this is still rock-solid techno.",https://www.residentadvisor.net/reviews/21789
Cloudface - Super You,Mood Hut,MH018,"House, Ambient",November 2017,2,3.7,"Back in 2013, David Reynolds produced Mood Hut's first 12-inch, Devonian Garden. With its scuffed melodies and ramshackle percussion, it contained the elements that would later define the Vancouver scene. Reynolds' second Mood Hut EP treads the same ground as his first, but given how well those early records have held up, it's a pleasure to have him back.
 If anything, Super You is even more chilled than Devonian Garden. Drums are little more than a light rustle, leaving centre stage for robust bass wiggles and liquid keys. ""W W I"" is particularly winning, its broad bassline and bouncing toms lit by dazzling synth tones. These crystal melodies are smeared atop the gentle ""Baby J"" and left to echo unaccompanied on the beatless sketch ""J P,"" which is tinged with the melancholy of summer's end. Even on more muscular tracks, like ""II,"" there's a meandering quality, which comes from Reynolds' distinctive light touch.",https://www.residentadvisor.net/reviews/21803
Bocksrucker - SixSixSix EP,Neubau,BAU006,"Post-Punk, Techno",November 2017,1,3.8,"Vienna's Florian Bocksrucker seems to have a thing for the occult. His debut, last year's Tarot EP, featured ravens and a horned skull on the cover. The follow-up, on the insurgent local label Neubau, is called the SixSixSix EP and has a devilish set of track titles to match. That's not all—the EP's three tracks are built around samples from Ken Russell's The Devils, a 1971 film about a 17th-century catholic priest who was executed for witchcraft. Graphic and transgressive, the film was banned in several countries and heavily censored in others (the unedited ""Rape Of Christ"" scene was only rediscovered in the '00s). Bocksrucker uses it to add a pinch of devilish drama to his post-punk techno dirges.
 Take ""Sirius Match,"" in which our priest receives his sentence: ""It is ordered that you be taken to the marketplace, tied to a stake, and burned alive!"" The moment highlights the music's grim inevitability, and the sickly tint of its spine-chilling atmosphere. ""The Devil Has Spoken"" is grislier still, its droning low-end joined by banshee-wail noise and a wisp of ghoulish melody in the breakdown. Both tracks are decently terrifying, but ""Mephisto's Offer"" steals the show. Bocksrucker's usual 4/4 is replaced by syncopated kick drums that bob and weave circa 90 BPM, while dissonant bell tones offer the EP's most memorable splash of melody. In the breakdown, the priest makes a last-ditch appeal: ""I know I am a weak and bad man. But after this journey I may find the strength to change…"" The sound of a leering crowd erupts in a cloud of reverb, before the music resumes its deathly trudge.",https://www.residentadvisor.net/reviews/21793
Tzusing - In A Moment A Thousand Hits,Bedouin,BDN016,Techno,October 2017,12,4.3,"Tzusing is one of 2017's techno success stories. Earlier this year the Malaysian-Chinese producer released an electrifying album that underlined the agility, force and unpredictability that makes his music stand out. Inspired by a wuxia martial arts novel and full of muttered vocals, exotic instrumentation and militaristic drum patterns, 東方不敗 had the feel of an action movie. Since then he's toured the world more extensively than before, mixing EBM, industrial, hip-hop, pop and experimental club with techno. Tzusing finishes the year with a five-track EP that refines the best parts of his album into a precision attack.  Rather than tying his tracks to a linear beat, Tzusing deploys drums at key moments, avoiding the usual build-up and release model in favour of something more explosive. He recently compared his approach with a motorcyclist zipping between slow cars on a crowded road. The kick drums on tracks like ""Flow State"" and ""風雲再起"" are animated, lunging forward as if chasing after something. Extra samples, like gun shots between the drums on ""Shame,"" make the EP feel more breathless and jumpy.  Tzusing's onslaught isn't just about percussion, as sounds are stretched until they sound threatening. Taiwanese throat singing—a new touch—adds a sinister dimension to his blackened beats. And when he throws in breaks on ""地心引力抓不住你"" and plays with horror movie tropes on ""得意先生,"" even familiar sounds feel exciting. Tzusing has become one of techno's most exciting artists by throwing genre doctrine to the wayside. That giddy irreverence makes In A Moment A Thousand Hits one of the most exhilarating techno records of the year.",https://www.residentadvisor.net/reviews/21698
Arkajo - Fathomless Music,Aniara Recordings,ANIARA020,House,November 2017,2,3.8,"Whatever's going on at Aniara HQ—is founder Fabian Bruhn hooked on energy drinks?—has made a great label even better. After building its reputation on pads, pianos and haze, the Swedish label has turned to more direct sounds. Ditching smoke machine fog for strobe lights, it spent the past two years putting out dance floor killers from in-house artists Henrik Bergqvist, Arkajo and Genius Of Time. Arkajo (one half of Genius Of Time) returns with Fathomless Music, another set of lean club weapons and Aniara's 20th release. The Aniara haze that cloaks most of its releases also hovers here, but the drums are mean and the basslines are fat, making for three snappy tunes with plenty of flair.
 An acid line makes it into ""Fathomless Music,"" the EP's best track. The hi-hats tick as a 303 comes and goes, eventually joined by a monotone Phuture-style vocal. Perky hand drums dance about the grid, giving an otherwise machine-driven track a tribal touch. ""Tape 7"" and ""Groove Ett"" are deeper, built around driving grooves and heaving low-ends. With its yawning tones and thick atmosphere, there's a hint of the Romanian sound in ""Groove Ett""—until the cymbal and diva vocal come crashing in. Like many releases before it, Fathomless Music reminds us of Aniara's place among modern house music's essential labels. Few manage to remain high quality after ten records, let alone 20.",https://www.residentadvisor.net/reviews/21862
DJ Spider & Franklin De Costa - F Planet,Berceuse Heroique,BH042,Techno,November 2017,3,3.5,"Dour, muggy and sometimes fucked up, DJ Spider tracks are an acquired taste. It's rare to get a straight banger out of him, and his more abstract tracks are usually the best. Spider has collaborated a lot over the years, and F Planet is his second release with the Berlin-based Franklin De Costa, after the Genetically Modified Tracks series for Killekill. They've taken a more panoramic approach on their Berceuse Heroique debut.
 ""Astral Pilot"" snakes and rattles through an otherworldly tundra of mysterious pan notes, crunchy sounds and mingling chords. The bassline chugs independently of the swirling dream mass above it. ""F Planet"" is more tuned for dance floors, but after two minutes this heady trip succumbs to noisy self-sabotage, turning squeaky and squidgy before shifting into a final downtempo phase. It's a fussy, polarising track. Shifted streamlines things with his version, which is easier to digest but less charismatic than the shapeshifting original.",https://www.residentadvisor.net/reviews/21794
Djrum - Broken Glass Arch,R&amp;S Records,RS1715,"Ambient, Techno",November 2017,7,3.7,"Some of Djrum's strongest records have come through the label 2nd Drop Records, which hosted his journey from dubstep towards techno and UK garage. He's not the first 2nd Drop Records artist to release on R&S—Tessela made the shift in 2013. Broken Glass Arch, Djrum's first record for the legendary label, sees him find new ways to balance delicacy with toughness. On ""Broken Glass Arch"" echoing claps make way for whacking percussion and rumbling kicks, but a pad emerges just as the tension reaches boiling point.
 Lightly treading melodic elements lend a deeper side to an otherwise functional drum track, ""Showreel Pt2."" It combines lurching percussion and bursts of breaks with twinkling keys and a softly vibrating 808 cowbell. ""Showreel Pt1"" brings the energy down with a beatless excursion that revels in reverbed piano strokes and panting breaths. This is a more fragile and vulnerable side to Djrum than we're used to.",https://www.residentadvisor.net/reviews/21712
